video,chunk,bitrate_kbps,vmaf
tearsofsteel_short,23,300,56.57585048958333
tearsofsteel_short,24,300,67.67650489583333
tearsofsteel_short,25,300,71.75155342708334
tearsofsteel_short,26,300,56.21463685416668
tearsofsteel_short,27,300,41.70892721875
tearsofsteel_short,28,300,60.354070489583336
tearsofsteel_short,29,300,59.871777406250004
tearsofsteel_short,30,300,65.39580471875
tearsofsteel_short,31,300,64.55260030208335
tearsofsteel_short,32,300,64.29679207291666
tearsofsteel_short,33,300,61.53641182291667
tearsofsteel_short,34,300,77.04735272916666
tearsofsteel_short,35,300,74.06199534375
tearsofsteel_short,36,300,61.26726927083333
tearsofsteel_short,37,300,58.98100934375
tearsofsteel_short,38,300,56.6151925
tearsofsteel_short,39,300,68.5131185625
tearsofsteel_short,40,300,73.77275847916667
tearsofsteel_short,41,300,72.14783125
tearsofsteel_short,42,300,72.15759254166667
tearsofsteel_short,43,300,70.21189828125
tearsofsteel_short,44,300,69.49978791666666
tearsofsteel_short,45,300,73.28292639583333
tearsofsteel_short,46,300,68.29102933333333
tearsofsteel_short,47,300,72.085848875
tearsofsteel_short,48,300,75.91665518750001
tearsofsteel_short,49,300,80.79361353125
tearsofsteel_short,50,300,72.81589495833333
tearsofsteel_short,51,300,73.10704157291667
tearsofsteel_short,52,300,59.87345861458332
tearsofsteel_short,53,300,64.59685559374999
tearsofsteel_short,54,300,63.560785624999994
tearsofsteel_short,55,300,67.11237410416666
tearsofsteel_short,56,300,71.32340338541667
tearsofsteel_short,57,300,68.40765358333333
tearsofsteel_short,58,300,53.767161666666674
tearsofsteel_short,59,300,40.634977427083335
tearsofsteel_short,60,300,49.77811471875
tearsofsteel_short,61,300,60.73665877083334
tearsofsteel_short,62,300,53.21208143750001
tearsofsteel_short,63,300,55.726149406249995
tearsofsteel_short,64,300,62.71253502083332
tearsofsteel_short,65,300,61.25303668749999
tearsofsteel_short,66,300,63.927047145833335
tearsofsteel_short,67,300,66.941012
tearsofsteel_short,68,300,64.00715383333333
tearsofsteel_short,69,300,71.99310233333333
tearsofsteel_short,70,300,69.08827284375
tearsofsteel_short,71,300,54.15824465625
tearsofsteel_short,72,300,51.733508885416676
tearsofsteel_short,73,300,56.13138775000001
tearsofsteel_short,74,300,54.84133277083333
tearsofsteel_short,75,300,51.321045875
tearsofsteel_short,76,300,45.190702520833334
tearsofsteel_short,77,300,52.87114123958333
tearsofsteel_short,78,300,54.59115819791666
tearsofsteel_short,79,300,51.18904142708334
tearsofsteel_short,80,300,51.045007614583334
tearsofsteel_short,81,300,53.63309616666667
tearsofsteel_short,82,300,60.586511322916664
tearsofsteel_short,83,300,59.322705229166665
tearsofsteel_short,84,300,59.04475955208333
tearsofsteel_short,85,300,58.38180378125
tearsofsteel_short,86,300,57.99967808333333
tearsofsteel_short,87,300,51.735596833333325
tearsofsteel_short,88,300,68.15307854166667
tearsofsteel_short,89,300,67.54862076041667
tearsofsteel_short,90,300,65.38729102083333
tearsofsteel_short,0,750,90.07041330208335
tearsofsteel_short,1,750,86.1381448125
tearsofsteel_short,2,750,84.29755035416666
tearsofsteel_short,3,750,87.48592257291666
tearsofsteel_short,4,750,88.19183592708333
tearsofsteel_short,5,750,84.04496451041668
tearsofsteel_short,6,750,81.55947902083334
tearsofsteel_short,7,750,87.57039037499999
tearsofsteel_short,8,750,86.10550690625
tearsofsteel_short,9,750,85.30326605208334
tearsofsteel_short,10,750,89.73095611458332
tearsofsteel_short,11,750,87.84054716666667
tearsofsteel_short,12,750,87.80865705208335
tearsofsteel_short,13,750,85.12954865625
tearsofsteel_short,14,750,88.01143576041666
tearsofsteel_short,15,750,91.28580132291665
tearsofsteel_short,16,750,88.35246619791667
tearsofsteel_short,17,750,86.96942058333333
tearsofsteel_short,18,750,89.53007571874998
tearsofsteel_short,19,750,87.26005861458334
tearsofsteel_short,20,750,96.08371511458334
tearsofsteel_short,21,750,89.06497493750003
tearsofsteel_short,22,750,90.81421084375
tearsofsteel_short,23,750,79.65380022916666
tearsofsteel_short,24,750,86.83683775000002
tearsofsteel_short,25,750,89.76372765625001
tearsofsteel_short,26,750,79.997077875
tearsofsteel_short,27,750,67.11562053125
tearsofsteel_short,28,750,81.56183636458333
tearsofsteel_short,29,750,81.24821041666667
tearsofsteel_short,30,750,84.51510389583333
tearsofsteel_short,31,750,83.54506195833333
tearsofsteel_short,32,750,86.39351960416667
tearsofsteel_short,33,750,85.5102611875
tearsofsteel_short,34,750,99.15254926041666
tearsofsteel_short,35,750,95.94668701041667
tearsofsteel_short,36,750,85.14781165625
tearsofsteel_short,37,750,83.31721785416666
tearsofsteel_short,38,750,80.19242110416667
tearsofsteel_short,39,750,85.29607098958333
tearsofsteel_short,40,750,88.50892685416666
tearsofsteel_short,41,750,89.64777990625
tearsofsteel_short,42,750,89.25673483333333
tearsofsteel_short,43,750,88.12317758333332
tearsofsteel_short,44,750,87.1845936875
tearsofsteel_short,45,750,88.55767884375
tearsofsteel_short,46,750,86.92881747916665
tearsofsteel_short,47,750,90.12935115624998
tearsofsteel_short,48,750,91.17613189583331
tearsofsteel_short,49,750,93.678346625
tearsofsteel_short,50,750,89.34974985416666
tearsofsteel_short,51,750,88.64461276041668
tearsofsteel_short,52,750,82.49060920833334
tearsofsteel_short,53,750,84.56254265625
tearsofsteel_short,54,750,86.178406125
tearsofsteel_short,55,750,87.25337223958331
tearsofsteel_short,56,750,90.52647486458334
tearsofsteel_short,57,750,89.51347414583334
tearsofsteel_short,58,750,81.28741615625
tearsofsteel_short,59,750,70.49441503125
tearsofsteel_short,60,750,75.86991697916666
tearsofsteel_short,61,750,85.97288536458332
tearsofsteel_short,62,750,80.32219823958333
tearsofsteel_short,63,750,78.51776608333334
tearsofsteel_short,64,750,83.32563051041666
tearsofsteel_short,65,750,86.609881625
tearsofsteel_short,66,750,83.6009106875
tearsofsteel_short,67,750,87.02762630208333
tearsofsteel_short,68,750,84.23711285416665
tearsofsteel_short,69,750,87.75846338541668
tearsofsteel_short,70,750,86.98381443750002
tearsofsteel_short,71,750,79.38507402083333
tearsofsteel_short,72,750,78.22191196874999
tearsofsteel_short,73,750,78.55979709374999
tearsofsteel_short,74,750,77.73545026041667
