Method,Video,Episode,Chunk,Action,Applied_Action,Bitrate_kbps,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s,VMAF,Smooth_Penalty,Step_QoE,Shield_Intervened,Shield_Rate,Shield_Reason
Proposed_V13_Base,bigbuckbunny,2,46,2,2,1200,858.9,7.8,7.95,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,47,2,2,1200,1103.0,7.95,9.49,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,0,1,1,750,1070.0,1.09,4.0,4.858,83.73,0.0,62.84,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,1,1,1,750,1465.1,4.0,5.64,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,2,2,2,1200,835.4,5.64,4.5,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,3,2,2,1200,338.2,4.5,4.0,3.834,90.34,0.0,73.85,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,4,1,1,750,799.4,4.0,4.0,2.351,83.73,6.61,67.01,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,5,1,1,750,852.7,4.0,4.87,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,6,2,2,1200,608.4,4.87,4.71,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,7,1,1,750,376.5,4.71,4.0,1.019,83.73,6.61,72.74,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,8,1,1,750,1048.2,4.0,5.5,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,9,2,2,1200,869.5,5.5,6.9,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,10,2,2,1200,861.3,6.9,7.22,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,11,2,2,1200,846.7,7.22,6.99,0.0,90.34,0.0,90.34,0,0.0,
